PID,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Utilities,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remodeled,Exter Qual,Exter Cond,Bsmt Unf Sqft,Total Bsmnt Sqft,Central Air,Living Area Sqft,Bedroom,Kitchen,Total Rooms,Garage Type,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,SalePrice,Month,Year,Total Full Baths,Total Half Baths
923202105,RL,93,10114,Pave,MISSING,AllPub,Mitchel,1Fam,1Story,5,5,2004,2005,TA,TA,1430.0,1430.0,Y,1430.0,3,1,7,Attchd,2004.0,2.0,624.0,TA,TA,Y,MISSING,173500.0,03,2010,2.0,0.0
528218010,RL,59,15810,Pave,MISSING,AllPub,Gilbert,1Fam,2Story,6,5,2007,2007,Gd,TA,768.0,768.0,Y,1496.0,3,1,7,Attchd,2007.0,2.0,572.0,TA,TA,Y,MISSING,181755.0,05,2007,3.0,0.0
532351090,RM,70,9100,Pave,MISSING,AllPub,Sawyer,Duplex,1Story,5,5,1963,1963,TA,TA,396.0,1728.0,Y,1728.0,6,2,10,Detchd,1963.0,2.0,504.0,TA,TA,Y,MISSING,125000.0,11,2006,3.0,0.0
923225370,RM,21,1596,Pave,MISSING,AllPub,MeadowV,Twnhs,SLvl,4,6,1973,1973,TA,TA,25.0,462.0,Y,988.0,1,1,4,BuiltIn,1973.0,1.0,297.0,TA,TA,Y,GdWo,94900.0,07,2008,2.0,0.0
528294010,RL,59,9649,Pave,MISSING,AllPub,Gilbert,1Fam,2Story,6,5,1999,2000,TA,TA,941.0,941.0,Y,1644.0,3,1,7,Attchd,1999.0,2.0,460.0,TA,TA,Y,MISSING,185000.0,05,2007,2.0,1.0
904100190,RL,50,4280,Pave,MISSING,AllPub,Sawyer,1Fam,1Story,4,9,1946,2001,TA,Gd,560.0,560.0,Y,704.0,2,1,4,CarPort,1946.0,1.0,220.0,TA,TA,Y,MISSING,88750.0,09,2009,1.0,1.0
907410110,RL,84,10084,Pave,MISSING,AllPub,CollgCr,1Fam,1Story,7,5,2005,2006,Gd,TA,1528.0,1552.0,Y,1552.0,3,1,7,Attchd,2005.0,3.0,782.0,TA,TA,Y,MISSING,212900.0,07,2006,2.0,0.0
533350050,RL,68,50271,Pave,MISSING,AllPub,Veenker,1Fam,1Story,9,5,1981,1987,Gd,TA,32.0,1842.0,Y,1842.0,0,1,5,Attchd,1981.0,3.0,894.0,TA,TA,Y,MISSING,385000.0,11,2006,2.0,1.0
905377050,RL,84,17808,Pave,MISSING,AllPub,Edwards,1Fam,1Story,4,5,1946,1950,TA,TA,484.0,484.0,N,1242.0,2,1,4,Attchd,1946.0,1.0,336.0,TA,TA,N,MISSING,109900.0,07,2007,1.0,0.0
534127260,RL,130,11700,Pave,MISSING,AllPub,NWAmes,1Fam,1Story,6,5,1968,1968,TA,TA,385.0,1295.0,Y,1295.0,3,1,6,Attchd,1968.0,2.0,528.0,TA,TA,Y,MISSING,164000.0,04,2007,2.0,1.0
902204120,RM,50,6000,Pave,MISSING,AllPub,OldTown,1Fam,1.5Fin,5,7,1924,1950,TA,Gd,816.0,816.0,Y,1566.0,5,1,7,Detchd,1976.0,2.0,450.0,TA,TA,Y,MnPrv,139000.0,08,2006,1.0,1.0
534176140,RL,88,10738,Pave,MISSING,AllPub,NWAmes,1Fam,1Story,6,7,1966,1966,TA,TA,301.0,1093.0,Y,1093.0,3,1,6,Attchd,1966.0,2.0,484.0,TA,TA,Y,MnPrv,158500.0,11,2007,3.0,0.0
533208020,FV,40,3606,Pave,Pave,AllPub,Somerst,TwnhsE,1Story,7,5,2006,2007,Gd,TA,415.0,1352.0,Y,1352.0,2,1,5,Attchd,2006.0,2.0,466.0,TA,TA,Y,MISSING,194000.0,08,2007,3.0,0.0
527353080,RL,80,11584,Pave,MISSING,AllPub,NWAmes,1Fam,SLvl,7,6,1979,1979,TA,TA,114.0,539.0,Y,1725.0,3,1,6,Attchd,1979.0,2.0,550.0,TA,TA,Y,MISSING,197000.0,11,2007,2.0,1.0
914476450,RL,74,9990,Pave,MISSING,AllPub,Mitchel,1Fam,1Story,4,5,1991,1991,TA,TA,297.0,1680.0,Y,1689.0,3,1,6,Attchd,1991.0,2.0,432.0,TA,TA,Y,MISSING,228500.0,07,2008,3.0,0.0
531385070,RL,65,8450,Pave,MISSING,AllPub,SawyerW,1Fam,1Story,7,5,2000,2001,TA,TA,1349.0,1349.0,Y,1349.0,3,1,6,Attchd,2000.0,2.0,539.0,TA,TA,Y,GdPrv,179000.0,12,2007,2.0,0.0
535402220,RL,77,9786,Pave,MISSING,AllPub,NAmes,1Fam,1.5Fin,6,7,1962,1981,TA,TA,312.0,912.0,Y,1734.0,3,1,7,Attchd,1962.0,2.0,440.0,TA,TA,Y,GdPrv,159000.0,06,2006,1.0,1.0
902135020,RM,60,6000,Pave,Pave,AllPub,OldTown,2fmCon,1Story,4,4,1953,1953,Fa,TA,936.0,936.0,N,936.0,2,1,4,Detchd,1974.0,2.0,576.0,TA,TA,Y,MISSING,93000.0,02,2009,1.0,0.0
528186190,RL,48,6240,Pave,MISSING,AllPub,NridgHt,TwnhsE,1Story,8,5,2006,2006,Gd,TA,1300.0,1324.0,Y,1324.0,2,1,6,Attchd,2006.0,2.0,550.0,TA,TA,Y,MISSING,221370.0,09,2007,2.0,0.0
535478110,RL,70,7000,Pave,MISSING,AllPub,NAmes,2fmCon,SFoyer,5,5,1962,1962,TA,TA,72.0,1025.0,Y,1025.0,3,1,6,MISSING,-1.0,0.0,0.0,MISSING,MISSING,Y,MISSING,124000.0,03,2006,2.0,0.0
528228295,RL,51,3635,Pave,MISSING,AllPub,Blmngtn,TwnhsE,1Story,7,5,2007,2007,Gd,TA,398.0,1386.0,Y,1569.0,1,1,7,Attchd,2007.0,3.0,660.0,TA,TA,Y,MISSING,175900.0,05,2009,2.0,1.0
528477080,FV,100,12552,Pave,MISSING,AllPub,Somerst,1Fam,2Story,7,5,2004,2005,Gd,TA,769.0,991.0,Y,1947.0,3,1,8,Attchd,2004.0,2.0,678.0,TA,TA,Y,GdWo,254900.0,05,2010,2.0,1.0
905109170,RL,-1,20062,Pave,MISSING,AllPub,ClearCr,1Fam,1Story,7,7,1977,2001,Gd,Gd,328.0,1420.0,Y,1483.0,1,1,4,Attchd,1977.0,2.0,690.0,TA,TA,Y,MISSING,270000.0,04,2010,2.0,1.0
907262050,RL,44,9548,Pave,MISSING,AllPub,CollgCr,1Fam,2Story,7,6,2003,2003,Gd,TA,458.0,941.0,Y,1829.0,3,1,7,Attchd,2003.0,2.0,613.0,TA,TA,Y,MISSING,237000.0,01,2010,3.0,1.0
903425270,RL,60,8550,Pave,MISSING,AllPub,BrkSide,1Fam,1.5Fin,5,5,1926,1950,TA,TA,750.0,750.0,Y,1316.0,4,1,7,Detchd,1965.0,2.0,576.0,TA,TA,Y,MISSING,90000.0,10,2007,1.0,0.0
909475020,RL,-1,16381,Pave,MISSING,AllPub,Crawfor,1Fam,1Story,6,5,1969,1969,Gd,Gd,734.0,1844.0,Y,1844.0,3,1,7,Attchd,1969.0,2.0,540.0,TA,TA,Y,MISSING,223000.0,12,2006,3.0,0.0
902202150,RM,50,6000,Pave,MISSING,AllPub,OldTown,2fmCon,1.5Fin,5,4,1954,1954,TA,TA,811.0,811.0,Y,1387.0,3,2,7,BuiltIn,1954.0,1.0,256.0,TA,TA,Y,MISSING,93000.0,11,2009,2.0,0.0
905201030,RL,94,9259,Pave,MISSING,AllPub,Sawyer,1Fam,1Story,4,4,1927,1950,TA,TA,660.0,660.0,N,756.0,2,1,4,Detchd,1945.0,2.0,440.0,TA,TA,N,MISSING,85000.0,06,2010,1.0,0.0
533236060,FV,24,2645,Pave,Pave,AllPub,Somerst,Twnhs,2Story,8,5,1999,1999,Gd,TA,348.0,960.0,Y,1586.0,3,1,7,Detchd,1999.0,2.0,480.0,TA,TA,Y,MISSING,170000.0,12,2008,3.0,1.0
534403420,RL,-1,11382,Pave,MISSING,AllPub,NAmes,1Fam,1Story,6,5,1964,1964,TA,TA,533.0,1130.0,Y,1374.0,3,1,7,Attchd,1964.0,1.0,286.0,TA,TA,Y,MnPrv,147000.0,08,2007,1.0,1.0
903456060,RM,60,9786,Pave,MISSING,AllPub,IDOTRR,1Fam,1Story,3,4,1922,1950,TA,TA,1007.0,1007.0,N,1077.0,3,1,6,Detchd,1922.0,1.0,210.0,TA,Fa,P,MISSING,91000.0,05,2006,1.0,0.0
902400110,RM,90,22950,Pave,MISSING,AllPub,OldTown,1Fam,2.5Fin,10,9,1892,1993,Gd,Gd,1107.0,1107.0,Y,3608.0,4,1,12,Detchd,1993.0,3.0,840.0,Ex,TA,Y,GdPrv,475000.0,06,2006,2.0,1.0
906394010,RL,91,10984,Pave,MISSING,AllPub,CollgCr,1Fam,2Story,7,5,2005,2006,Gd,TA,945.0,945.0,Y,1809.0,3,1,8,Attchd,2005.0,2.0,638.0,TA,TA,Y,MISSING,209700.0,05,2006,2.0,1.0
908275300,RL,68,8562,Pave,MISSING,AllPub,Edwards,1Fam,1Story,5,6,1957,2002,TA,TA,833.0,1216.0,Y,1526.0,4,1,7,Basment,1957.0,1.0,364.0,TA,TA,Y,MISSING,144500.0,05,2010,1.0,0.0
535426260,RL,-1,10920,Pave,MISSING,AllPub,NAmes,1Fam,1Story,6,5,1960,1960,TA,TA,520.0,1253.0,Y,1253.0,2,1,5,Attchd,1960.0,1.0,352.0,TA,TA,Y,GdWo,157000.0,05,2008,2.0,1.0
528166060,RL,103,13472,Pave,MISSING,AllPub,NridgHt,1Fam,1Story,10,5,2003,2003,Ex,TA,2336.0,2392.0,Y,2392.0,3,1,8,Attchd,2003.0,3.0,968.0,TA,TA,Y,MISSING,386250.0,06,2009,2.0,0.0
907412040,RL,75,9750,Pave,MISSING,AllPub,CollgCr,1Fam,1Story,7,5,2004,2004,Gd,TA,1421.0,1445.0,Y,1445.0,3,1,6,Attchd,2004.0,2.0,470.0,TA,TA,Y,MISSING,186500.0,06,2008,2.0,0.0
906204180,RL,88,12128,Pave,MISSING,AllPub,SawyerW,1Fam,2Story,6,4,1989,1989,Gd,TA,319.0,868.0,Y,2559.0,4,1,9,Attchd,1989.0,2.0,506.0,TA,TA,Y,MnPrv,209000.0,11,2006,2.0,1.0
534129040,RL,-1,10456,Pave,MISSING,AllPub,NWAmes,1Fam,1Story,6,6,1967,1967,TA,TA,1323.0,1829.0,Y,1829.0,4,1,8,Attchd,1967.0,2.0,535.0,TA,TA,Y,MISSING,218500.0,05,2010,3.0,0.0
532377050,RL,84,7476,Pave,MISSING,AllPub,Sawyer,1Fam,1Story,5,7,1968,1968,TA,TA,228.0,1040.0,Y,1040.0,3,1,5,Detchd,1991.0,2.0,686.0,TA,TA,Y,MISSING,145000.0,06,2007,2.0,1.0
909251170,RL,51,6171,Pave,MISSING,AllPub,SWISU,1Fam,1.5Fin,6,6,1925,1990,TA,TA,712.0,976.0,Y,1608.0,3,1,7,Detchd,1925.0,1.0,216.0,Fa,TA,Y,MnPrv,137450.0,10,2009,2.0,1.0
902134120,RM,56,10134,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,5,5,1910,1950,TA,TA,801.0,801.0,N,1447.0,3,1,6,MISSING,-1.0,0.0,0.0,MISSING,MISSING,N,MISSING,103000.0,07,2009,1.0,0.0
528240060,RL,-1,7750,Pave,MISSING,AllPub,Gilbert,1Fam,SLvl,8,5,2002,2002,Gd,TA,55.0,408.0,Y,1419.0,3,1,7,BuiltIn,2002.0,2.0,527.0,TA,TA,Y,MISSING,184100.0,03,2009,3.0,1.0
528427070,RL,86,14598,Pave,MISSING,AllPub,Somerst,1Fam,2Story,6,5,2007,2007,Gd,TA,894.0,894.0,Y,1933.0,4,1,9,BuiltIn,2007.0,3.0,668.0,TA,TA,Y,MISSING,214000.0,01,2008,2.0,1.0
528327010,RL,-1,9233,Pave,MISSING,AllPub,NoRidge,1Fam,2Story,9,5,2000,2000,Gd,TA,358.0,1540.0,Y,2855.0,4,1,9,Attchd,2000.0,3.0,774.0,TA,TA,Y,MISSING,405000.0,03,2006,3.0,1.0
528348030,RL,83,10790,Pave,MISSING,AllPub,NoRidge,1Fam,2Story,7,5,1998,1998,Gd,TA,1066.0,1066.0,Y,2385.0,4,1,8,BuiltIn,1998.0,3.0,600.0,TA,TA,Y,MISSING,252000.0,05,2007,2.0,1.0
533217050,FV,24,2160,Pave,Pave,AllPub,Somerst,Twnhs,2Story,7,5,1999,2000,Gd,TA,90.0,600.0,Y,1252.0,2,1,4,Detchd,1999.0,2.0,462.0,TA,TA,Y,MISSING,160000.0,03,2008,3.0,1.0
916386090,RL,92,12003,Pave,MISSING,AllPub,Timber,1Fam,2Story,8,5,2009,2010,Gd,TA,774.0,774.0,Y,1968.0,4,1,8,BuiltIn,2009.0,3.0,680.0,TA,TA,Y,MISSING,269500.0,05,2010,2.0,1.0
923251180,RL,160,20000,Pave,MISSING,AllPub,Mitchel,1Fam,1Story,5,7,1960,1996,TA,TA,0.0,1224.0,Y,1224.0,4,1,7,Detchd,1960.0,2.0,576.0,TA,TA,Y,MISSING,131000.0,09,2006,2.0,0.0
535454100,RL,60,10800,Pave,MISSING,AllPub,NAmes,1Fam,1.5Fin,4,7,1949,1996,TA,TA,832.0,832.0,Y,1461.0,4,1,6,Detchd,1949.0,1.0,384.0,TA,TA,Y,MISSING,133500.0,08,2009,2.0,0.0
532354090,RL,88,11782,Pave,MISSING,AllPub,Sawyer,1Fam,SFoyer,5,7,1961,1995,TA,TA,210.0,1109.0,Y,1155.0,3,1,6,Detchd,1987.0,2.0,576.0,TA,TA,Y,MnPrv,148000.0,06,2010,2.0,0.0
905475160,RL,62,7440,Pave,MISSING,AllPub,Edwards,1Fam,1Story,5,6,1954,1954,TA,TA,916.0,1089.0,Y,1089.0,3,1,5,Detchd,1954.0,1.0,252.0,TA,TA,P,MnPrv,125000.0,09,2009,2.0,0.0
534202130,RL,72,8872,Pave,MISSING,AllPub,NAmes,1Fam,1Story,5,8,1965,2008,TA,TA,317.0,912.0,Y,912.0,2,1,5,Detchd,1992.0,2.0,576.0,TA,TA,Y,MISSING,147000.0,12,2008,2.0,0.0
534152050,RL,-1,10603,Pave,MISSING,AllPub,NWAmes,1Fam,1Story,6,7,1977,2001,TA,TA,410.0,1610.0,Y,1610.0,3,1,6,Attchd,1977.0,2.0,480.0,TA,TA,Y,MISSING,205000.0,02,2010,3.0,0.0
916477020,RL,85,12244,Pave,MISSING,AllPub,Timber,1Fam,2Story,8,5,2003,2003,Gd,TA,611.0,1482.0,Y,2262.0,4,1,10,Attchd,2003.0,3.0,749.0,TA,TA,Y,MISSING,305000.0,08,2008,3.0,1.0
916176125,RL,150,215245,Pave,MISSING,AllPub,Timber,1Fam,1Story,7,5,1965,1965,TA,TA,80.0,2136.0,Y,2036.0,3,1,8,Attchd,1965.0,2.0,513.0,TA,TA,Y,MISSING,375000.0,06,2009,4.0,0.0
903401030,RL,60,9144,Pave,Pave,AllPub,BrkSide,1Fam,1.5Fin,6,4,1915,2004,TA,Gd,810.0,810.0,Y,1716.0,4,1,8,Detchd,1970.0,2.0,672.0,TA,TA,Y,MISSING,162500.0,03,2008,2.0,0.0
535180020,RL,72,10152,Pave,MISSING,AllPub,NAmes,1Fam,1Story,6,6,1956,1994,TA,TA,210.0,1124.0,Y,1124.0,3,1,6,Attchd,1956.0,1.0,353.0,TA,TA,Y,MISSING,153000.0,05,2006,2.0,0.0
527402200,RL,-1,11241,Pave,MISSING,AllPub,NAmes,1Fam,1Story,6,7,1970,1970,TA,TA,426.0,1004.0,Y,1004.0,2,1,5,Attchd,1970.0,2.0,480.0,TA,TA,Y,MISSING,149000.0,03,2010,2.0,0.0
535325130,RL,55,7700,Pave,MISSING,AllPub,NAmes,1Fam,SLvl,5,7,1956,1956,TA,TA,30.0,301.0,Y,1145.0,3,1,6,Detchd,1993.0,2.0,684.0,TA,TA,Y,GdWo,127000.0,09,2006,1.0,0.0
528222050,RL,73,8499,Pave,MISSING,AllPub,Gilbert,1Fam,2Story,6,5,2006,2007,TA,TA,616.0,616.0,Y,1412.0,3,1,6,BuiltIn,2007.0,2.0,432.0,TA,TA,Y,MISSING,156932.0,03,2007,2.0,1.0
528116030,RL,98,16033,Pave,MISSING,AllPub,NridgHt,1Fam,1Story,9,5,2004,2005,Gd,TA,572.0,1833.0,Y,1850.0,3,1,8,Attchd,2004.0,3.0,772.0,TA,TA,Y,MISSING,326000.0,03,2006,3.0,0.0
528326060,RL,-1,11000,Pave,MISSING,AllPub,NoRidge,1Fam,2Story,8,5,2000,2000,Gd,TA,969.0,969.0,Y,2285.0,4,1,8,BuiltIn,2000.0,3.0,648.0,TA,TA,Y,MISSING,248000.0,06,2007,2.0,1.0
902128100,RM,40,4400,Pave,MISSING,AllPub,OldTown,1Fam,1.5Fin,6,8,1920,1950,TA,TA,648.0,648.0,Y,1118.0,2,1,6,Detchd,1990.0,2.0,440.0,TA,TA,Y,MISSING,116000.0,10,2006,1.0,0.0
527451180,RM,21,1680,Pave,MISSING,AllPub,BrDale,Twnhs,2Story,6,5,1971,1971,TA,TA,327.0,483.0,Y,987.0,2,1,5,Detchd,1971.0,1.0,264.0,TA,TA,Y,MISSING,96000.0,02,2010,1.0,1.0
903201030,RL,55,7111,Pave,MISSING,AllPub,BrkSide,1Fam,1Story,5,7,1928,1983,Gd,Gd,329.0,1008.0,Y,1143.0,2,1,5,Detchd,1992.0,1.0,288.0,TA,TA,Y,GdPrv,138000.0,07,2008,1.0,0.0
534403050,RL,75,8250,Pave,MISSING,AllPub,NAmes,1Fam,1Story,6,7,1964,1964,TA,TA,305.0,1092.0,Y,1092.0,3,1,6,Attchd,1964.0,2.0,504.0,TA,Gd,Y,MnPrv,145000.0,07,2008,2.0,0.0
921126010,RL,93,15306,Pave,MISSING,AllPub,Timber,1Fam,1Story,8,5,2006,2007,Gd,TA,1652.0,1732.0,Y,1776.0,3,1,7,Attchd,2006.0,3.0,712.0,TA,TA,Y,MISSING,283463.0,05,2007,3.0,0.0
526354070,RL,85,11075,Pave,MISSING,AllPub,NAmes,1Fam,2Story,6,5,1969,1969,TA,TA,176.0,952.0,Y,2112.0,4,1,9,Attchd,1969.0,2.0,576.0,TA,TA,Y,MISSING,206900.0,06,2008,2.0,1.0
906426210,RL,-1,16698,Pave,MISSING,AllPub,ClearCr,1Fam,2Story,7,5,1992,1993,Gd,TA,649.0,1449.0,Y,1759.0,3,1,7,Attchd,1992.0,2.0,525.0,TA,TA,Y,MISSING,233500.0,06,2009,3.0,1.0
902325160,RM,63,5000,Pave,MISSING,AllPub,OldTown,1Fam,1.5Fin,5,4,1900,1950,TA,TA,540.0,540.0,N,1440.0,3,1,6,Attchd,1940.0,1.0,352.0,Fa,TA,Y,MISSING,79000.0,04,2006,1.0,0.0
528228360,RL,-1,2938,Pave,MISSING,AllPub,Blmngtn,TwnhsE,1Story,7,5,2002,2002,Gd,TA,330.0,1368.0,Y,1511.0,2,1,5,Attchd,2002.0,2.0,398.0,TA,TA,Y,MISSING,246990.0,05,2006,3.0,0.0
534275060,RL,60,7436,Pave,MISSING,AllPub,NAmes,1Fam,1Story,4,7,1960,1960,TA,TA,160.0,894.0,Y,894.0,2,1,5,Detchd,1988.0,2.0,396.0,TA,TA,Y,GdWo,141500.0,08,2009,2.0,0.0
902101050,RM,60,9600,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,5,6,1948,1950,TA,TA,936.0,1212.0,Y,1668.0,3,1,6,Detchd,1948.0,1.0,240.0,TA,TA,Y,MISSING,135000.0,05,2006,2.0,0.0
535152150,RL,70,10552,Pave,MISSING,AllPub,NAmes,1Fam,1Story,5,5,1959,1959,TA,TA,380.0,1398.0,Y,1700.0,4,1,6,Attchd,1959.0,2.0,447.0,TA,TA,Y,MISSING,165500.0,04,2010,1.0,2.0
531376090,RL,61,7328,Pave,MISSING,AllPub,SawyerW,1Fam,1Story,7,5,2008,2009,Gd,TA,1450.0,1450.0,Y,1450.0,2,1,6,Attchd,2008.0,3.0,788.0,TA,TA,Y,MISSING,224243.0,02,2009,2.0,0.0
527453010,RL,24,2308,Pave,MISSING,AllPub,NPkVill,TwnhsE,2Story,6,6,1976,1976,TA,TA,248.0,804.0,Y,1548.0,3,1,7,Detchd,1976.0,2.0,440.0,TA,TA,Y,MISSING,155000.0,07,2007,3.0,1.0
531452100,RL,50,7175,Pave,MISSING,AllPub,SawyerW,TwnhsE,1Story,6,5,1991,1991,Gd,TA,939.0,1217.0,Y,1217.0,2,1,5,Attchd,1991.0,2.0,484.0,TA,TA,Y,MISSING,151000.0,06,2006,2.0,0.0
527325070,RL,-1,12227,Pave,MISSING,AllPub,NWAmes,1Fam,2Story,6,7,1977,1995,TA,Gd,434.0,1330.0,Y,2872.0,4,1,11,Attchd,1977.0,2.0,619.0,TA,TA,Y,MISSING,272000.0,07,2008,3.0,1.0
909451130,RM,24,1782,Pave,MISSING,AllPub,Blueste,Twnhs,2Story,6,6,1980,1980,TA,Gd,186.0,516.0,Y,1045.0,2,1,5,Detchd,1980.0,2.0,462.0,TA,TA,Y,MnPrv,123900.0,12,2007,1.0,0.0
916125425,RL,-1,164660,Grvl,MISSING,AllPub,Timber,2fmCon,1.5Fin,5,6,1965,1965,TA,TA,103.0,1499.0,Y,1786.0,3,1,7,Attchd,1965.0,2.0,529.0,TA,TA,Y,MISSING,228950.0,08,2008,4.0,0.0
907180040,RL,69,9337,Pave,MISSING,AllPub,CollgCr,1Fam,2Story,6,5,1997,1997,TA,Gd,176.0,824.0,Y,1786.0,3,1,7,Attchd,1997.0,2.0,684.0,TA,TA,Y,MISSING,204750.0,05,2007,3.0,1.0
535381060,RL,60,10410,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,3,4,1915,1950,TA,TA,672.0,672.0,Y,1214.0,3,1,6,Detchd,1998.0,3.0,936.0,TA,TA,Y,MnPrv,105000.0,01,2006,1.0,0.0
528315070,RL,84,9660,Pave,MISSING,AllPub,NoRidge,1Fam,2Story,8,5,1998,1998,Gd,TA,253.0,1044.0,Y,1976.0,3,1,7,Attchd,1998.0,3.0,885.0,TA,TA,Y,MISSING,286000.0,02,2006,3.0,1.0
527451640,RM,21,1680,Pave,MISSING,AllPub,BrDale,Twnhs,2Story,6,8,1972,2007,TA,TA,321.0,483.0,Y,987.0,2,1,5,Detchd,1972.0,1.0,264.0,TA,TA,Y,MISSING,118000.0,05,2009,1.0,1.0
527108040,RL,72,10463,Pave,MISSING,AllPub,Gilbert,1Fam,2Story,8,5,2005,2005,Gd,TA,893.0,893.0,Y,1801.0,3,1,8,Attchd,2005.0,3.0,800.0,TA,TA,Y,MISSING,239900.0,06,2006,2.0,1.0
903230100,RM,60,6911,Pave,MISSING,AllPub,BrkSide,1Fam,1Story,5,5,1924,1950,TA,TA,740.0,1145.0,Y,1301.0,2,1,5,Detchd,1965.0,2.0,440.0,TA,TA,Y,MISSING,100000.0,10,2009,1.0,0.0
528186080,RL,63,8849,Pave,MISSING,AllPub,NridgHt,TwnhsE,1Story,9,5,2005,2005,Ex,TA,1656.0,1684.0,Y,1684.0,2,1,6,Attchd,2005.0,2.0,564.0,TA,TA,Y,MISSING,266000.0,07,2008,2.0,0.0
528150120,RL,99,12099,Pave,MISSING,AllPub,NridgHt,1Fam,2Story,8,5,2004,2004,Gd,TA,166.0,1136.0,Y,2468.0,4,1,10,BuiltIn,2004.0,3.0,872.0,TA,TA,Y,MISSING,354000.0,06,2007,3.0,1.0
907203060,RL,70,7700,Pave,MISSING,AllPub,CollgCr,1Fam,1Story,5,5,1972,1972,TA,TA,276.0,882.0,Y,882.0,3,1,5,Detchd,1980.0,2.0,461.0,TA,TA,Y,MnPrv,112500.0,03,2007,2.0,0.0
909277070,RL,-1,9260,Pave,Grvl,AllPub,Crawfor,1Fam,1.5Fin,5,4,1938,1950,TA,TA,884.0,884.0,Y,1374.0,3,1,6,Detchd,1938.0,1.0,225.0,TA,TA,Y,MISSING,110000.0,03,2008,1.0,0.0
903226150,RM,50,6000,Pave,MISSING,AllPub,BrkSide,1Fam,1Story,5,7,1924,2003,TA,Fa,949.0,949.0,Y,949.0,2,1,5,Detchd,1924.0,2.0,370.0,TA,TA,Y,MISSING,119000.0,07,2008,1.0,0.0
902201140,RM,100,12000,Pave,MISSING,AllPub,OldTown,1Fam,1Story,5,7,1948,2005,TA,TA,172.0,924.0,Y,1122.0,2,1,6,Attchd,1948.0,2.0,528.0,TA,TA,Y,GdWo,147000.0,05,2008,2.0,0.0
908275110,RL,70,11767,Pave,MISSING,AllPub,Edwards,1Fam,1Story,5,5,1956,1956,TA,TA,604.0,1150.0,Y,1560.0,2,1,7,Attchd,1956.0,1.0,313.0,TA,TA,Y,MISSING,103500.0,05,2009,1.0,0.0
909253080,RL,54,9399,Pave,MISSING,AllPub,Crawfor,1Fam,2.5Unf,7,8,1919,1950,TA,TA,818.0,818.0,Y,1636.0,4,1,7,Detchd,1919.0,1.0,288.0,Fa,TA,N,MISSING,167000.0,09,2006,1.0,1.0
534175010,RL,-1,11500,Pave,MISSING,AllPub,NWAmes,Duplex,1Story,5,6,1976,1976,TA,TA,1680.0,1680.0,Y,1680.0,4,2,8,Detchd,1976.0,2.0,528.0,TA,TA,Y,MISSING,136905.0,06,2007,2.0,0.0
909475070,RL,-1,32668,Pave,MISSING,AllPub,Crawfor,1Fam,1Story,6,3,1957,1975,Gd,TA,816.0,2035.0,Y,2515.0,4,2,9,Attchd,1975.0,2.0,484.0,TA,TA,Y,MISSING,200624.0,03,2007,4.0,0.0
909451020,RM,24,1879,Pave,MISSING,AllPub,Blueste,Twnhs,2Story,6,6,1980,1980,TA,TA,150.0,516.0,Y,1032.0,2,1,5,Detchd,1980.0,2.0,462.0,TA,TA,Y,GdPrv,116500.0,12,2008,1.0,0.0
923400125,RL,62,10441,Pave,MISSING,AllPub,Mitchel,1Fam,SFoyer,5,5,1992,1992,TA,TA,575.0,912.0,Y,970.0,3,1,6,MISSING,-1.0,0.0,0.0,MISSING,MISSING,Y,MnPrv,132000.0,07,2006,1.0,1.0
910203020,RM,71,6900,Pave,MISSING,AllPub,IDOTRR,1Fam,1Story,5,6,1940,1955,TA,TA,212.0,740.0,Y,778.0,2,1,4,Detchd,1966.0,1.0,924.0,Ex,Ex,Y,MISSING,120500.0,02,2008,1.0,0.0
534278170,RL,76,8243,Pave,MISSING,AllPub,NAmes,1Fam,1Story,5,7,1961,1961,TA,Gd,264.0,964.0,Y,964.0,3,1,5,Detchd,1985.0,2.0,784.0,TA,TA,Y,GdPrv,137500.0,02,2007,1.0,0.0
528280180,RL,71,8220,Pave,MISSING,AllPub,Gilbert,1Fam,2Story,7,5,2000,2001,Gd,TA,438.0,982.0,Y,1892.0,3,1,8,Attchd,2000.0,2.0,431.0,TA,TA,Y,MISSING,226750.0,07,2008,2.0,1.0
534479150,RL,63,7584,Pave,MISSING,AllPub,NAmes,1Fam,1Story,5,5,1953,1953,TA,TA,505.0,1036.0,Y,1036.0,3,1,5,Attchd,1953.0,1.0,312.0,TA,TA,Y,MnPrv,112900.0,06,2008,1.0,0.0
528221050,RL,88,12216,Pave,MISSING,AllPub,Gilbert,1Fam,1Story,6,5,2005,2005,TA,TA,408.0,1326.0,Y,1326.0,3,1,6,Attchd,2005.0,2.0,388.0,TA,TA,Y,MISSING,203000.0,06,2007,3.0,0.0
533352075,RL,-1,18890,Pave,MISSING,AllPub,Sawyer,Duplex,1.5Fin,5,5,1977,1977,TA,TA,652.0,1361.0,Y,2620.0,4,2,12,BuiltIn,1977.0,2.0,600.0,TA,TA,N,MISSING,190000.0,08,2007,2.0,2.0
